gene_id	tissueA	tissueB	dom_isoform_A	dom_isoform_B	n_diff_regions	diff_bp	a	b	rci_a	rci_b	agree_a	agree_b	ncl_a	ncl_b	delta_rci	cs	alu_a	alu_b	len_a	len_b	alu_diff	len_diff	group
ENSG00000234456.7	Heart - Atrial Appendage	Liver	ENST00000414797.5	ENST00000452320.3	6	9290	ENST00000414797	ENST00000452320	1.159440515708526	-1.9142306049550368	0.8571428571428571	1.0	7.0	7.0	-3.0736711206635627	True	0.0	0.09279680900985453	1072	8524	0.09279680900985453	7452	cs
ENSG00000234456.7	Heart - Atrial Appendage	Lung	ENST00000414797.5	ENST00000452320.3	6	9290	ENST00000414797	ENST00000452320	1.159440515708526	-1.9142306049550368	0.8571428571428571	1.0	7.0	7.0	-3.0736711206635627	True	0.0	0.09279680900985453	1072	8524	0.09279680900985453	7452	cs
ENSG00000234456.7	Heart - Left Ventricle	Liver	ENST00000414797.5	ENST00000452320.3	6	9290	ENST00000414797	ENST00000452320	1.159440515708526	-1.9142306049550368	0.8571428571428571	1.0	7.0	7.0	-3.0736711206635627	True	0.0	0.09279680900985453	1072	8524	0.09279680900985453	7452	cs
ENSG00000234456.7	Heart - Left Ventricle	Lung	ENST00000414797.5	ENST00000452320.3	6	9290	ENST00000414797	ENST00000452320	1.159440515708526	-1.9142306049550368	0.8571428571428571	1.0	7.0	7.0	-3.0736711206635627	True	0.0	0.09279680900985453	1072	8524	0.09279680900985453	7452	cs
ENSG00000234456.7	Liver	Muscle - Skeletal	ENST00000452320.3	ENST00000414797.5	6	9290	ENST00000452320	ENST00000414797	-1.9142306049550368	1.159440515708526	1.0	0.8571428571428571	7.0	7.0	3.0736711206635627	True	0.09279680900985453	0.0	8524	1072	0.09279680900985453	7452	cs
ENSG00000234456.7	Lung	Muscle - Skeletal	ENST00000452320.3	ENST00000414797.5	6	9290	ENST00000452320	ENST00000414797	-1.9142306049550368	1.159440515708526	1.0	0.8571428571428571	7.0	7.0	3.0736711206635627	True	0.09279680900985453	0.0	8524	1072	0.09279680900985453	7452	cs
ENSG00000225746.9	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	ENST00000427085.6	ENST00000638012.1	28	3777	ENST00000427085	ENST00000638012	-8.113742166049189	-3.73039294024272	1.0	1.0	1.0	3.0	4.3833492258064695	False	0.0	0.038328453553367045	644	3757	0.038328453553367045	3113	concordant
ENSG00000225746.9	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	ENST00000427085.6	ENST00000638012.1	28	3777	ENST00000427085	ENST00000638012	-8.113742166049189	-3.73039294024272	1.0	1.0	1.0	3.0	4.3833492258064695	False	0.0	0.038328453553367045	644	3757	0.038328453553367045	3113	concordant
ENSG00000225746.9	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	ENST00000427085.6	ENST00000638012.1	28	3777	ENST00000427085	ENST00000638012	-8.113742166049189	-3.73039294024272	1.0	1.0	1.0	3.0	4.3833492258064695	False	0.0	0.038328453553367045	644	3757	0.038328453553367045	3113	concordant
ENSG00000233593.8	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	ENST00000635581.1	ENST00000606660.1	4	3220	ENST00000635581	ENST00000606660	2.5071182535862495	0.921247597587324	0.6666666666666666	1.0	3.0	4.0	-1.5858706559989255	False	0.0	0.0	706	2786	0.0	2080	concordant
ENSG00000233593.8	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000635581.1	ENST00000606660.1	4	3220	ENST00000635581	ENST00000606660	2.5071182535862495	0.921247597587324	0.6666666666666666	1.0	3.0	4.0	-1.5858706559989255	False	0.0	0.0	706	2786	0.0	2080	concordant
ENSG00000233593.8	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	ENST00000635581.1	ENST00000606660.1	4	3220	ENST00000635581	ENST00000606660	2.5071182535862495	0.921247597587324	0.6666666666666666	1.0	3.0	4.0	-1.5858706559989255	False	0.0	0.0	706	2786	0.0	2080	concordant
ENSG00000233593.8	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000635581.1	ENST00000606660.1	4	3220	ENST00000635581	ENST00000606660	2.5071182535862495	0.921247597587324	0.6666666666666666	1.0	3.0	4.0	-1.5858706559989255	False	0.0	0.0	706	2786	0.0	2080	concordant
ENSG00000233593.8	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	ENST00000635581.1	ENST00000606660.1	4	3220	ENST00000635581	ENST00000606660	2.5071182535862495	0.921247597587324	0.6666666666666666	1.0	3.0	4.0	-1.5858706559989255	False	0.0	0.0	706	2786	0.0	2080	concordant
ENSG00000233593.8	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000635581.1	ENST00000606660.1	4	3220	ENST00000635581	ENST00000606660	2.5071182535862495	0.921247597587324	0.6666666666666666	1.0	3.0	4.0	-1.5858706559989255	False	0.0	0.0	706	2786	0.0	2080	concordant
ENSG00000233593.8	Cells - Cultured fibroblasts	Heart - Left Ventricle	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Cells - Cultured fibroblasts	Liver	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Cells - Cultured fibroblasts	Lung	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Cells - Cultured fibroblasts	Muscle - Skeletal	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Heart - Atrial Appendage	Heart - Left Ventricle	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Heart - Atrial Appendage	Liver	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Heart - Atrial Appendage	Lung	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000233593.8	Heart - Atrial Appendage	Muscle - Skeletal	ENST00000606660.1	ENST00000635581.1	4	3220	ENST00000606660	ENST00000635581	0.921247597587324	2.5071182535862495	1.0	0.6666666666666666	4.0	3.0	1.5858706559989255	False	0.0	0.0	2786	706	0.0	2080	concordant
ENSG00000262370.5	Brain - Cerebellar Hemisphere	Lung	ENST00000577123.5	ENST00000571404.5	4	452	ENST00000577123	ENST00000571404	-4.809571985997978	-2.5550919711390185	1.0	1.0	2.0	1.0	2.25448001485896	False	0.0	0.0	993	1207	0.0	214	concordant
ENSG00000262370.5	Brain - Frontal Cortex (BA9)	Lung	ENST00000577123.5	ENST00000571404.5	4	452	ENST00000577123	ENST00000571404	-4.809571985997978	-2.5550919711390185	1.0	1.0	2.0	1.0	2.25448001485896	False	0.0	0.0	993	1207	0.0	214	concordant
ENSG00000262370.5	Brain - Putamen (basal ganglia)	Lung	ENST00000577123.5	ENST00000571404.5	4	452	ENST00000577123	ENST00000571404	-4.809571985997978	-2.5550919711390185	1.0	1.0	2.0	1.0	2.25448001485896	False	0.0	0.0	993	1207	0.0	214	concordant
ENSG00000262370.5	Liver	Lung	ENST00000577123.5	ENST00000571404.5	4	452	ENST00000577123	ENST00000571404	-4.809571985997978	-2.5550919711390185	1.0	1.0	2.0	1.0	2.25448001485896	False	0.0	0.0	993	1207	0.0	214	concordant
ENSG00000226696.5	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	ENST00000429922.5	ENST00000416022.1	3	981	ENST00000429922	ENST00000416022	-3.5592758570575067	-3.3097276412818353	0.9230769230769232	0.9333333333333332	13.0	15.0	0.2495482157756714	False	0.3616532721010333	0.0	871	582	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	ENST00000429922.5	ENST00000416022.1	3	981	ENST00000429922	ENST00000416022	-3.5592758570575067	-3.3097276412818353	0.9230769230769232	0.9333333333333332	13.0	15.0	0.2495482157756714	False	0.3616532721010333	0.0	871	582	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Frontal Cortex (BA9)	Liver	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Frontal Cortex (BA9)	Lung	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Liver	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Lung	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000226696.5	Brain - Putamen (basal ganglia)	Muscle - Skeletal	ENST00000416022.1	ENST00000429922.5	3	981	ENST00000416022	ENST00000429922	-3.3097276412818353	-3.5592758570575067	0.9333333333333332	0.9230769230769232	15.0	13.0	-0.2495482157756714	False	0.0	0.3616532721010333	582	871	0.3616532721010333	289	concordant
ENSG00000224597.9	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	ENST00000427063.6	ENST00000414457.5	3	2982	ENST00000427063	ENST00000414457	0.4320540506578914	-0.8910656284468358	0.9285714285714286	1.0	14.0	5.0	-1.3231196791047273	True	0.0	0.0	2025	1243	0.0	782	cs
ENSG00000224597.9	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	ENST00000427063.6	ENST00000414457.5	3	2982	ENST00000427063	ENST00000414457	0.4320540506578914	-0.8910656284468358	0.9285714285714286	1.0	14.0	5.0	-1.3231196791047273	True	0.0	0.0	2025	1243	0.0	782	cs
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Liver	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Lung	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Putamen (basal ganglia)	Liver	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Putamen (basal ganglia)	Lung	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000224597.9	Brain - Putamen (basal ganglia)	Muscle - Skeletal	ENST00000414457.5	ENST00000427063.6	3	2982	ENST00000414457	ENST00000427063	-0.8910656284468358	0.4320540506578914	1.0	0.9285714285714286	5.0	14.0	1.3231196791047273	True	0.0	0.0	1243	2025	0.0	782	cs
ENSG00000253738.1	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Cerebellar Hemisphere	Liver	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Frontal Cortex (BA9)	Liver	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Brain - Putamen (basal ganglia)	Liver	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Cells - Cultured fibroblasts	Heart - Left Ventricle	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Cells - Cultured fibroblasts	Lung	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Cells - Cultured fibroblasts	Muscle - Skeletal	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Heart - Atrial Appendage	Heart - Left Ventricle	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Heart - Atrial Appendage	Lung	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Heart - Atrial Appendage	Muscle - Skeletal	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Heart - Left Ventricle	Liver	ENST00000524003.1	ENST00000522817.1	3	5572	ENST00000524003	ENST00000522817	0.5665015157453297	0.2405810234380505	0.7142857142857143	0.75	14.0	4.0	-0.3259204923072792	False	0.0	0.0	2171	4275	0.0	2104	concordant
ENSG00000253738.1	Liver	Lung	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000253738.1	Liver	Muscle - Skeletal	ENST00000522817.1	ENST00000524003.1	3	5572	ENST00000522817	ENST00000524003	0.2405810234380505	0.5665015157453297	0.75	0.7142857142857143	4.0	14.0	0.3259204923072792	False	0.0	0.0	4275	2171	0.0	2104	concordant
ENSG00000197989.13	Brain - Cerebellar Hemisphere	Liver	ENST00000531126.5	ENST00000470977.5	3	379	ENST00000531126	ENST00000470977	-0.570919552343633	-3.679051664091474	0.7692307692307693	0.9333333333333332	13.0	15.0	-3.108132111747841	False	0.0	0.0	719	1098	0.0	379	concordant
ENSG00000197989.13	Brain - Frontal Cortex (BA9)	Liver	ENST00000531126.5	ENST00000470977.5	3	379	ENST00000531126	ENST00000470977	-0.570919552343633	-3.679051664091474	0.7692307692307693	0.9333333333333332	13.0	15.0	-3.108132111747841	False	0.0	0.0	719	1098	0.0	379	concordant
ENSG00000197989.13	Brain - Putamen (basal ganglia)	Liver	ENST00000531126.5	ENST00000470977.5	3	379	ENST00000531126	ENST00000470977	-0.570919552343633	-3.679051664091474	0.7692307692307693	0.9333333333333332	13.0	15.0	-3.108132111747841	False	0.0	0.0	719	1098	0.0	379	concordant
ENSG00000197989.13	Cells - Cultured fibroblasts	Liver	ENST00000531126.5	ENST00000470977.5	3	379	ENST00000531126	ENST00000470977	-0.570919552343633	-3.679051664091474	0.7692307692307693	0.9333333333333332	13.0	15.0	-3.108132111747841	False	0.0	0.0	719	1098	0.0	379	concordant
ENSG00000197989.13	Heart - Atrial Appendage	Liver	ENST00000531126.5	ENST00000470977.5	3	379	ENST00000531126	ENST00000470977	-0.570919552343633	-3.679051664091474	0.7692307692307693	0.9333333333333332	13.0	15.0	-3.108132111747841	False	0.0	0.0	719	1098	0.0	379	concordant
ENSG00000197989.13	Heart - Left Ventricle	Liver	ENST00000531126.5	ENST00000470977.5	3	379	ENST00000531126	ENST00000470977	-0.570919552343633	-3.679051664091474	0.7692307692307693	0.9333333333333332	13.0	15.0	-3.108132111747841	False	0.0	0.0	719	1098	0.0	379	concordant
ENSG00000197989.13	Liver	Lung	ENST00000470977.5	ENST00000531126.5	3	379	ENST00000470977	ENST00000531126	-3.679051664091474	-0.570919552343633	0.9333333333333332	0.7692307692307693	15.0	13.0	3.108132111747841	False	0.0	0.0	1098	719	0.0	379	concordant
ENSG00000197989.13	Liver	Muscle - Skeletal	ENST00000470977.5	ENST00000531126.5	3	379	ENST00000470977	ENST00000531126	-3.679051664091474	-0.570919552343633	0.9333333333333332	0.7692307692307693	15.0	13.0	3.108132111747841	False	0.0	0.0	1098	719	0.0	379	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Liver	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Lung	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Cerebellar Hemisphere	Muscle - Skeletal	ENST00000586784.1	ENST00000590628.1	4	1759	ENST00000586784	ENST00000590628	-0.8972126841133682	-0.2087252449114029	0.75	0.5714285714285714	12.0	14.0	0.6884874392019653	False	0.0	0.22696629213483147	656	1335	0.22696629213483147	679	concordant
ENSG00000267575.6	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	ENST00000590628.1	ENST00000586784.1	4	1759	ENST00000590628	ENST00000586784	-0.2087252449114029	-0.8972126841133682	0.5714285714285714	0.75	14.0	12.0	-0.6884874392019653	False	0.22696629213483147	0.0	1335	656	0.22696629213483147	679	concordant
